Project_ID,Project_Title,Total_Cost_KES,Funding_Type,Funding_Source,Start_Date_Planned,Start_Date_Actual,Duration_Months,Vision_2030_Flagship,MTEF_Sector,Implementing_Agency,Implementation_Status
2013/054208,Mkongani Health Centre,23000000.0,unspecified,government of kenya,2010-07-01,2011-04-17,12.0,unspecified,health,1081 - ministry of health,Completed
2011/053011,Construction Of A New I.C.U At Malindi District Hospital,60000000.0,grant; unspecified,011 - government of italy,2010-01-10,2010-01-10,16.0,unspecified,health,1081 - ministry of health,Completed
2012/053838,Bamba Community Unit,280000.0,unspecified,unknown,2012-07-02,2012-07-10,11.0,ministry of health,health,unspecified,Ongoing
2012/053842,Renovation Of Male Ward For Kilifi District Hospital,5000000.0,unspecified,government of kenya,2012-06-04,2012-06-14,2.0,ministry of health,health,122 - mopbhs - kenya medical research institute(kemri),Ongoing
2012/053889,Matsangoni Model Health Facility,20000000.0,unspecified,constituency development fund (cdf),2010-03-10,2010-03-15,8.0,ministry of health,health,1081 - ministry of health,Ongoing
2013/054216,"Integrated Focused School And Maternal, Newborn Child Health Project",191850000.0,unspecified,unknown,2011-04-01,2011-06-01,65.0,unspecified,health,unknown,Ongoing
2014/054747,Matsangoni Model Healthy Centre,8000000.0,unspecified,government of kenya,2011-05-03,2011-05-12,21.0,ministry of health,health,1081 - ministry of health,Completed
2014/054750,Matsangoni Model Health Centre,8000000.0,unspecified,government of kenya,2011-04-05,2011-05-03,22.0,ministry of health,health,1081 - ministry of health,Completed
2014/055426,County Forum in Kilifi,417500.0,grant,519 - united nations fund for population activities (unfpa),2014-11-26,2014-11-26,0.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Pipelined
2010/052054,Rehabilitation Of Ahero Sub District Hospital (K.I.D.D.P),18000000.0,grant; unspecified,011 - government of italy,2010-07-26,2010-07-26,83.0,unspecified,health,1081 - ministry of health,Ongoing
2010/052069,Rehabilitation Of Tharaka District Hospital (K.I.D.D.P),17067170.0,grant; unspecified,011 - government of italy,2010-07-14,2010-07-14,36.0,unspecified,unspecified,1081 - ministry of health,Ongoing
2010/051560,Wajir Distict Hospital Construction,800000000.0,loan ; gok; unspecified,018 - kuwait fund for arab development,2008-06-30,2008-06-30,119.0,unspecified,health,1081 - ministry of health,Ongoing
2010/051668,Suba District (Sindo) Hospital Health Project,13000000.0,grant; unspecified,011 - government of italy,2008-06-30,2008-06-30,24.0,unspecified,health,1081 - ministry of health,Completed
2010/052068,Integrated Protective Services,177889000.0,grant; unspecified,522 - united nations international children education fund (unicef),2010-07-01,2010-07-01,71.0,unspecified,"public administration and international relations (pair); governance, justice, law and order (gjlos)",103 - ministry of devolution and planning; 1141 - ministry of labour social security and services; 1251 - office of the attorney general and department of justice; 1031 - state department for planning,Ongoing
2011/052965,Strengthening Of People & Empowerment Against Hiv/Aids In Kenya (S.P.E.A.K),77200000.0,grant; unspecified,021 - government of japan,2006-07-03,2006-07-03,72.0,unspecified,health,1081 - ministry of health,Ongoing
2011/052967,Strengthening Management Of Health In Nyanza Province,102100000.0,grant; unspecified,021 - government of japan,2009-07-05,2009-07-05,36.0,unspecified,health,1081 - ministry of health,Ongoing
2011/053245,Ashabito Health Centre,35000000.0,unspecified,government of kenya,2010-07-21,2010-11-16,21.0,unspecified,unspecified,103 - ministry of devolution and planning,Ongoing
2013/054434,Mandera North Sub-District Office Block,14000000.0,unspecified,government of kenya,2011-06-01,2011-06-03,6.0,unspecified,health,1081 - ministry of health,Completed
2013/054447,Fencing And Renovation Of Banisa District Hospital,10000000.0,unspecified,government of kenya,2012-12-04,2012-12-10,6.0,unspecified,health,1081 - ministry of health,Ongoing
2010/051561,Stengthening Of Hospitals And Health Training Institutions In Nyanza And Eastern Province,300000000.0,grant; unspecified,011 - government of italy,2008-07-31,2008-07-31,47.0,unspecified,health,1081 - ministry of health,Completed
2013/054201,Tharaka District Hospital Maternity Wing,35000000.0,unspecified,011 - government of italy; government of kenya,2011-06-01,2012-01-03,24.0,ministry of health,health,1081 - ministry of health,Ongoing
2010/051552,Rehabilitation Of Embu Provincial General Hospital,250000000.0,loan ; unspecified,512 - arab bank for economic development in africa (badea),2010-05-25,2010-05-25,24.0,unspecified,health,1081 - ministry of health,Ongoing
2014/055178,MEDICAL EQUIPMENTS(INCLUDING X-RAY),36000000.0,gok; unspecified,government of kenya,2014-01-10,2014-04-04,5.0,unspecified,public administration and international relations (pair),1081 - ministry of health,Ongoing
2014/055187,MEDICAL OUTREACH CAMPAIGNS,10000000.0,gok; unspecified,government of kenya,2014-01-05,2014-06-02,0.0,ministry of health,"social protection, culture and recreation",1081 - ministry of health,Ongoing
2010/052427,Reproductive Health Output Based Approach Phase 1 (2002 66 338),1558531180.0,grant; unspecified,014 - government of germany (kfw-germany),2005-10-03,2005-10-03,72.0,unspecified,unspecified,125 - mopnd - national cordinating agency for population and dev. (ncapd),Ongoing
2011/052964,Rural Health III,1718000000.0,loan ; grant; unspecified,510 - african development bank/ fund; 513 - organization of petroleum exporting countries (opec),2005-03-15,2005-03-15,150.0,unspecified,health,1081 - ministry of health,Ongoing
2010/051985,Upgrading Of Othaya Sub-District Hospital (C.P.F),497621664.0,loan ; grant; unspecified,021 - government of japan,2010-06-07,2010-06-07,48.0,unspecified,health,1081 - ministry of health,Ongoing
2012/053613,Karia Helth Centre,20737754.0,gok; unspecified,government of kenya,2009-08-03,2009-08-31,24.0,unspecified,health,1081 - ministry of health,Ongoing
2012/053620,Upgrading &Nbsp;Othaya District Hospital,485000000.0,unspecified,government of kenya,2010-03-17,2010-07-14,26.0,unspecified,health,1081 - ministry of health,Ongoing
2012/053625,Model Health Centre,21200000.0,gok; unspecified,government of kenya,2010-08-12,2010-09-10,14.0,unspecified,health,1081 - ministry of health; 1111 - ministry of land housing and urban development,Completed
2012/053626,Kamuiru Dispesary,3800000.0,unspecified,constituency development fund (cdf) ; government of kenya,2012-07-10,2012-07-17,2.0,unspecified,health,103 - ministry of devolution and planning,Ongoing
2012/053649,Model Health Centre- Kiamutugu Health Centre,21200000.0,unspecified,government of kenya,2010-01-01,2010-04-08,24.0,unspecified,health,1081 - ministry of health,Completed
2010/052031,Construction Of A Pediatric And Maternity Ward At Maragua District Hospital,27427640.0,grant; unspecified,012 - government of spain,2007-12-05,2007-12-05,31.0,unspecified,health,1081 - ministry of health,Completed
2012/053616,Model Health Center -Gakoe Health Center,21200000.0,unspecified,unspecified,2009-04-07,2010-08-12,26.0,ministry of health,health,1081 - ministry of health; 1111 - ministry of land housing and urban development,Ongoing
2012/053618,Wangige Health Centre,21200000.0,unspecified,government of kenya,2010-04-13,2010-04-13,5.0,unspecified,health,1081 - ministry of health,Ongoing
2013/054600,Ngecha Health Centre,21200000.0,unspecified,government of kenya,2010-03-01,2010-03-01,32.0,unspecified,health,1081 - ministry of health,Completed
2011/053161,Roads 2000,20000000.0,unspecified,510 - african development bank/ fund,2002-04-29,2002-04-29,104.0,unspecified,"energy, infrastructure and ict",109 - ministry of transport and infrastructure,Ongoing
2010/051596,Health Sector Support Programme (HSSP) Phase II,137000000.0,grant; unspecified,001 - government of denmark,2009-01-07,2009-01-07,29.0,unspecified,health,1081 - ministry of health,Ongoing
2010/052154,Strengthening Of The Health Component Of The National Youth Policy,49230000.0,grant; unspecified,519 - united nations fund for population activities (unfpa),2010-07-09,2010-07-09,10.0,unspecified,public administration and international relations (pair),1131 - ministry of sports culture and arts,Ongoing
2011/052943,Mother And Baby Health Care Programme,28000000.0,grant,private sector,2010-11-15,2010-11-15,7.0,unspecified,health,1081 - ministry of health,Ongoing
2013/054410,Construction Of Model Health Centre At Biretwo Keiyo South,22000000.0,unspecified,government of kenya,2009-10-20,2009-10-20,36.0,unspecified,health,1081 - ministry of health,Ongoing
2013/054605,Kapyego Model Health Centre,16200000.0,unspecified,government of kenya,2008-09-01,2009-09-20,45.0,unspecified,health,1081 - ministry of health,Completed
2010/051667,Blood Safety Project,62600000.0,grant; unspecified,021 - government of japan,2006-10-02,2006-10-02,36.0,unspecified,health,1081 - ministry of health,Completed
2013/054408,Molosirwe Maternity Wing,7500000.0,unspecified,004 - government of sweden,2011-01-01,2011-01-01,35.0,unspecified,unspecified,103 - ministry of devolution and planning,Ongoing
2013/054583,Upgrading Of Ndindika Health Centre,20000000.0,unspecified,government of kenya,2010-04-12,2010-04-25,10.0,ministry of health,health,1081 - ministry of health,Completed
2012/053810,Ruguru Dispensary,900000.0,gok; unspecified,constituency development fund (cdf),2011-01-03,2011-04-06,3.0,ministry of health,health,1081 - ministry of health,Ongoing
2012/053814,Echariria Community Health Centre,1200000.0,unspecified,constituency development fund (cdf),2010-07-05,2010-07-05,17.0,unspecified,unspecified,1081 - ministry of health,Ongoing
2012/053951,Rongai Hospital Project,1678571429.0,loan ; gok; unspecified,512 - arab bank for economic development in africa (badea),2013-01-31,2013-01-31,59.0,unspecified,health,1081 - ministry of health,Ongoing
2012/053897,Rehabilitation Of The Ngong Sub District Hospital (KIDDP),43109000.0,grant; unspecified,011 - government of italy,2012-07-02,2012-07-02,49.0,unspecified,health,1081 - ministry of health,Ongoing
2013/054433,Entasopia Health Centre,16000000.0,unspecified,government of kenya,2010-05-10,2012-10-10,0.0,ministry of health,health,1081 - ministry of health,Ongoing
2014/055441,PROPOSED CONSTRUCTION OF OUTPATIENT IMESHINANI HEALTH CENTRE-GERALDINE KAJIADO TRAINING,4990807.0,unspecified,government of kenya,2014-06-02,2014-06-02,18.0,ministry of health,health,1081 - ministry of health,Ongoing
2010/051565,Improvement Of Kisii And Kericho Hospitals,695000000.0,loan ; grant; unspecified,021 - government of japan,2008-06-30,2008-06-30,21.0,unspecified,health,1081 - ministry of health,Completed
2012/053407,Chepkoiyo Hc,1250000.0,unspecified,government of kenya,2010-12-06,2010-12-06,0.0,mercados energy,"energy, infrastructure and ict",115 - moe&p - rural electrification authority,Completed
2012/053561,Lukohe Health Centre,6000000.0,unspecified,constituency development fund (cdf),2004-07-01,2004-07-09,99.0,unspecified,unspecified,1081 - ministry of health,Ongoing
2010/052374,Siaya District Hospital K.E.M.R.I/C.D.C Clinical Research Centre,90000000.0,grant; unspecified,032 - us embassy,2009-07-07,2009-07-07,13.0,unspecified,unspecified,1081 - ministry of health,Completed
2012/053584,Construction Of Simenya Health Centre,3447474.0,gok; unspecified,government of kenya,2009-08-04,2009-08-20,24.0,ministry of health,health,1081 - ministry of health,Ongoing
2015/055506,Usenge Dispensary,30000000.0,grant,011 - government of italy,2015-07-01,2015-07-01,11.0,unspecified,health,1081 - ministry of health,Pipelined
2010/052148,Construction Of A Pediatric Centre Of Excellence At New Nyanza Provincial Hospital,200000000.0,grant; unspecified,035 - baylor college of medicine (usa),2010-05-10,2010-05-10,60.0,unspecified,health,1081 - ministry of health,Stalled
2011/052899,Construction Of A Comprehensive Care Centre At Kombewa District Hospital In Kisumu,68000000.0,grant; unspecified,032 - us embassy,2011-02-05,2011-02-05,12.0,unspecified,health,1081 - ministry of health,Ongoing
2012/053592,Holo Dispensary,1925000.0,unspecified,constituency development fund (cdf),2005-07-01,2005-07-01,47.0,unspecified,health,1081 - ministry of health,Completed
2012/053609,Construction Of Modern Health Centre Nyamarimba,25000000.0,unspecified,government of kenya,2009-07-01,2010-07-08,35.0,unspecified,health,1081 - ministry of health,Ongoing
2012/053693,Piloting Bioethanol As A Household Cooking Fuel,19320000.0,grant; unspecified,517 - united nations development programme (undp),2010-05-03,2010-05-31,31.0,unspecified,"energy, infrastructure and ict",1151 - ministry of energy & petroleum; practical action eastern africa,Ongoing
2012/053899,Rehabilitation Of Muhoroni Sub District Hospital (Kiddp),38500000.0,grant; unspecified,011 - government of italy,2012-07-02,2012-07-02,50.0,unspecified,health,1081 - ministry of health,Ongoing
2014/055415,County Forum in Homa Bay,466500.0,grant; unspecified,519 - united nations fund for population activities (unfpa),2014-11-12,2014-11-12,0.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Ongoing
2012/053608,Oyani Modern Health Centre,21198020.0,unspecified,unspecified,2010-02-09,2010-03-11,27.0,unspecified,unspecified,1081 - ministry of health,Completed
2012/053758,God Kwer Modern Health Centre,21200000.0,unspecified,government of kenya,2010-06-05,2010-06-05,24.0,unspecified,health,1081 - ministry of health,Unspecified
2012/053581,Gesimamodel Health Centre,21200000.0,unspecified,government of kenya,2010-05-17,2010-05-17,6.0,unspecified,health,1081 - ministry of health,Completed
2010/051553,Construction Of Nairobi East District Hospital(Kayole),544000000.0,grant; unspecified,025 - government of china,2008-06-30,2008-06-30,26.0,unspecified,health,1081 - ministry of health,Ongoing
2011/053138,Kenyatta National Hospital Upgrading Project,20400000.0,loan ; gok; unspecified,019 - saudi fund for development; 512 - arab bank for economic development in africa (badea); 513 - organization of petroleum exporting countries (opec),2011-09-01,2011-09-01,73.0,ministry of health,health,1081 - ministry of health,Ongoing
2012/053797,Kariobangi Health Centre Maternity Project,4000000.0,unspecified,constituency development fund (cdf),2012-08-14,2012-09-14,3.0,unspecified,unspecified,1081 - ministry of health,Ongoing
2012/053869,Purchase Of Endoscopy Equipment For Kenyatta National Hospital (Kiddp),20400000.0,grant,011 - government of italy,2012-10-01,2012-10-01,8.0,ministry of health,health,115 - moms - kenyatta national hospital,Planned
2014/055421,Kasarani MCH Strategy Training,1164100.0,grant; unspecified,519 - united nations fund for population activities (unfpa),2014-11-05,2014-11-05,0.0,unspecified,"governance, justice, law and order (gjlos)",102 - ministry of interior and coordination of national government,Completed
2010/051554,Strengthening of 17 District and 6 Provincial General Hospitals (SIMED),2000000000.0,loan ; grant; unspecified,003 - government of netherlands,2009-06-30,2009-06-30,78.0,unspecified,health,1081 - ministry of health; 1111 - ministry of land housing and urban development,Ongoing
2010/051627,Development Of The Health Sector (Health Swap) 2007 65 131,2819148936.0,grant; unspecified,014 - government of germany (kfw-germany),2008-05-21,2009-04-01,79.0,unspecified,health,1081 - ministry of health,Ongoing
2010/052108,Training Of Health Personel (K.I.D.D.P),0.0,grant; unspecified,011 - government of italy,2014-02-24,2014-02-24,40.0,unspecified,health,1081 - ministry of health,Ongoing
2010/052258,Special Global Fund Round 6 Tb,336508560.0,grant; unspecified,503 - global fund,2008-04-01,2008-04-01,116.0,unspecified,health,1071 - the national treasury; 1081 - ministry of health,Ongoing
2010/052289,Mellinium Challenge Account - Threshold Program Reforming &Nbsp;The Public Procurement Systems.,1308899040.0,grant; unspecified,031 - government of united states of america (usaid),2007-03-23,2007-03-23,54.0,unspecified,unspecified,1071 - the national treasury,Ongoing
2010/052716,E-Govt Ict Skills For Accountants,1858400000.0,unspecified,unspecified,2010-11-23,2010-11-23,0.0,unspecified,health,1081 - ministry of health,Ongoing
2011/052903,Revamping The Healthcare Infrastructure And Delivery Of Holistic Healthcare (E.S.P),5488540000.0,gok; unspecified,government of kenya,2010-07-30,2010-07-30,12.0,unspecified,health,1081 - ministry of health,Ongoing
2011/052981,"Supply, Installation And Commissioning Of Civil Registration System",85555752.0,gok; unspecified,government of kenya,2010-04-26,2010-04-26,14.0,unspecified,unspecified,102 - ministry of interior and coordination of national government,Ongoing
2011/053186,Kenya Health Sector Support Project (KHSSP),8064516129.0,loan ; gok; unspecified,501 - international development association (ida),2010-10-05,2010-10-05,77.0,ministry of health,health,1081 - ministry of health,Ongoing
2011/053192,Health Sector Programme Support Phase III,6475903614.0,grant; unspecified,001 - government of denmark,2012-01-02,2012-01-02,59.0,ministry of health,health,1081 - ministry of health,Ongoing
2012/053821,Gotani Maternity Unit,6000000.0,unspecified,government of kenya,2012-03-15,2012-03-20,6.0,ministry of health,unspecified,unspecified,Completed
2012/053990,Environmental Health Services,6741000.0,grant; unspecified,522 - united nations international children education fund (unicef),2009-01-26,2009-01-26,83.0,unspecified,health,1081 - ministry of health,Ongoing
2014/054741,Mbuta Model Health Centre,10000000.0,gok; unspecified,constituency development fund (cdf),2009-11-04,2009-11-10,52.0,ministry of health,health,1081 - ministry of health,Ongoing
2014/054745,Waldena Model Health Centre,16000000.0,unspecified,government of kenya,2010-07-28,2010-07-28,6.0,ministry of health,health,1081 - ministry of health,Stalled
2014/054784,Development Of Health Sector,0.0,grant; unspecified,015 - government of germany (giz-germany),2014-07-01,2014-07-01,36.0,ministry of health,health,1081 - ministry of health,Planned
2010/051930,Drilling Of One Borehole &Nbsp;1,1647600.0,gok; unspecified,government of kenya,2010-07-02,2010-09-24,0.0,unspecified,unallocated; education,mohest - gusii institute of technology,Completed
2010/052647,Construction Of 2 Hostels & 3 Class Rooms At Lodwar Medical Training College,20000000.0,gok; unspecified,government of kenya,2009-09-10,2009-09-10,14.0,unspecified,unspecified,114 - moms - kenya medical training college (kmtc),Completed
2011/053188,Development Of The Health Sector (Rep. Health And Hiv Aids) (2004 65 245),937500000.0,grant; unspecified,014 - government of germany (kfw-germany),2007-03-01,2007-03-01,135.0,unspecified,health,1081 - ministry of health,Ongoing
2012/053827,Roka Maweni Maternity Block,4000000.0,unspecified,unknown,2012-05-01,2012-05-08,3.0,ministry of health,health,unspecified,Ongoing
2012/053964,Mtwapa Maternity,4000000.0,unspecified,unknown,2010-08-10,2010-08-26,10.0,ministry of health,health,1081 - ministry of health,Completed
2012/053965,Maternity Block For Kizingo Dispensary,3000000.0,unspecified,constituency development fund (cdf),2012-04-05,2012-04-10,4.0,unspecified,unspecified,1081 - ministry of health,Completed
2012/053966,Maternity Block For Kizingo Dispensary,3000000.0,unspecified,constituency development fund (cdf),2012-04-05,2012-04-10,4.0,ministry of health,health,1081 - ministry of health,Completed
2012/054000,Garbatulla Water Supply Project,22000000.0,grant; unspecified,011 - government of italy,2012-07-01,2012-07-01,59.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources; 1102 - state department for water and regional authorities.,Pipelined
2012/053646,Ihururu Health Centre,21200000.0,unspecified,government of kenya,2009-06-30,2009-06-30,30.0,unspecified,health,1081 - ministry of health,Completed
2010/051613,Strengthen Obstretric Fitsula Management,7000000.0,grant; unspecified,519 - united nations fund for population activities (unfpa),2008-06-30,2008-06-30,66.0,unspecified,health,1081 - ministry of health,Ongoing
2010/051804,Sewerage System - Phase 1,5000000.0,unspecified,government of kenya,2010-08-02,2010-08-02,5.0,unspecified,education,unknown,Planned
2010/052464,Community Health And Home Based Care For Hiv/Aids Patients Training,30000000.0,grant; unspecified,private sector,2004-06-10,2004-06-10,102.0,unspecified,unspecified,114 - moms - kenya medical training college (kmtc),Ongoing
2010/052504,East Africa Public Health Laboratory Network Project (EAPLHP),1900000000.0,loan ; grant; gok; unspecified,501 - international development association (ida),2010-10-01,2010-10-01,59.0,unspecified,health,1081 - ministry of health,Ongoing
2012/053839,Kathama-Chakama Water Project,8000000.0,unspecified,government of kenya,2011-06-30,2012-05-10,48.0,unspecified,"environmental protection, water and natural resources",161 - mowi - coast water services board,Ongoing
2012/053872,Diagnostic Labolatory At Chasimba Health Center,2500000.0,unspecified,constituency development fund (cdf),2012-04-02,2012-03-05,4.0,ministry of health,health,1081 - ministry of health,Ongoing
2013/054237,Mnarani Dispensary Clinical Rooms And Deliverly Room,2000000.0,gok; unspecified,government of kenya,2012-11-20,2012-11-20,6.0,unspecified,health,1081 - ministry of health,Ongoing
2011/052764,Pandemic Preparedness Initiative(Phase 1 -Capacity Building For Disease Control & Response),60200000.0,grant; unspecified,015 - government of germany (giz-germany),2010-09-10,2010-09-10,20.0,unspecified,health,1081 - ministry of health,Ongoing
2014/055319,Nzau/Kilili/Kalamba-katulye toilet,400000.0,unspecified,government of kenya,2013-09-18,2014-03-17,6.0,unspecified,"agriculture, rural and urban development (arud)",1111 - ministry of land housing and urban development,Pipelined
2014/055320,Nzau/Kilili/Kalamba-mulenyu toilet,400000.0,unspecified,government of kenya,2013-08-12,2014-03-10,6.0,unspecified,"agriculture, rural and urban development (arud)",1111 - ministry of land housing and urban development,Pipelined
2014/055323,Ukia-Springs & wells protection in Uiani,2000000.0,unspecified,government of kenya,2013-08-13,2014-03-10,6.0,unspecified,"agriculture, rural and urban development (arud)",1111 - ministry of land housing and urban development,Pipelined
2014/055326,Mavindini-Kanthuni market public toilets and soil & water conservation,2000000.0,unspecified,government of kenya,2014-08-18,2014-03-10,6.0,unspecified,"agriculture, rural and urban development (arud)",1111 - ministry of land housing and urban development,Ongoing
2013/054191,Moi Teaching And Referral Hospital : Academic Model Providing Access To Healthcare,1456087584.0,grant; unspecified,031 - government of united states of america (usaid),2012-03-17,2012-03-17,75.0,ministry of health,health,1081 - ministry of health; 116 - moms - moi teaching & referral hospital; 1062 - state department for science and technology,Ongoing
2013/054601,Youth Empowerment Centre At Tot,8878089.0,gok; unspecified,government of kenya,2009-04-01,2009-04-15,38.0,unspecified,unspecified,103 - ministry of devolution and planning,Completed
2013/054420,Timbili/Kapcheptoror Water Project,4580000.0,gok; unspecified,government of kenya,2011-11-30,2011-12-01,8.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources,Completed
2014/055190,Renovation Of Ablution Block St. Joseph's Nyang'oma Technical Training Institute for the Deaf,826871.0,gok; unspecified,government of kenya,2013-06-11,2013-06-12,12.0,ministry of education,education,1061 - state department for education,Pipelined
2013/054435,Rehabilitation Of Kamukunji Public Recreational Grounds Phase 1,29931352.0,gok; unspecified,government of kenya,2012-05-25,2012-05-25,45.0,unspecified,unspecified,1111 - ministry of land housing and urban development,Ongoing
2010/051920,Rehabilitation And Expansion Of Kenya Medical Training College Campuses,450000000.0,gok; unspecified,government of kenya,2010-07-10,2010-07-10,12.0,unspecified,unspecified,114 - moms - kenya medical training college (kmtc),Planned
2010/052280,Preventive Hiv/Aids Services (Kie),4040000000.0,gok; unspecified,522 - united nations international children education fund (unicef); government of kenya,2010-07-05,2010-07-05,24.0,unspecified,unspecified,106 - ministry of education,Ongoing
2010/052299,Center For Disease Control(Cdc) &Nbsp;And Prevention Of The Department Of Health And Human Services(Hhs) Between The Usa And Gok,5656000000.0,grant; unspecified,031 - government of united states of america (usaid),2008-12-11,2008-12-11,60.0,unspecified,health,1081 - ministry of health,Ongoing
2010/052510,Policy And Strategy Formulation For Hiv And Aids,113337906.0,unspecified,unspecified,2010-07-01,2010-07-01,11.0,unspecified,unspecified,111 - nacc - national aids control council,Ongoing
2010/052513,Stakeholders' Coordination,57500000.0,unspecified,unspecified,2010-07-01,2010-07-01,11.0,unspecified,unspecified,111 - nacc - national aids control council,Ongoing
2010/052688,Construction Of A Multi Drug T.B Isolation Facility At Kenyatta National Hospital,8000000.0,unspecified,503 - global fund,2009-02-05,2009-02-05,22.0,unspecified,health,1081 - ministry of health; 115 - moms - kenyatta national hospital,Completed
2011/052765,Pandemic Preparedness Initiative (Phase 2 - Environmental Health And Sanitation In Schools),43900000.0,grant; unspecified,015 - government of germany (giz-germany),2010-09-10,2010-09-10,20.0,unspecified,health,1081 - ministry of health,Ongoing
2013/054190,Kenya Medical Supplies Agency (KEMSA): Commodity Procurement And Distribution,5142846744.0,grant; unspecified,031 - government of united states of america (usaid),2011-05-10,2011-05-10,85.0,ministry of health,health,1081 - ministry of health; 113 - moms - kenya medical supplies agency (kemsa),Ongoing
2015/055533,THE IGAD REGIONAL HIV AND AIDS PARTNERSHIP PROGRAMME (IRAPP),8010000.0,grant; unspecified,507 - intergovernmental authority on development,2008-10-30,2008-10-30,101.0,unspecified,health,1081 - ministry of health,Ongoing
2010/051711,Fire Fighting Equipment,19000000.0,gok; unspecified,government of kenya,2010-07-30,2010-07-30,58.0,unspecified,unspecified,106 - moes&t - laikipia university college,Planned
2010/051877,Library Construction,4040000000.0,gok; unspecified,government of kenya,2010-02-17,2010-10-18,29.0,unspecified,education,mohest - rift valley institute of science and technology,Planned
2010/051900,Proposed Construction To Completion Of Science And Agricultural Laboratory,23000000.0,gok; unspecified,government of kenya,2009-04-06,2009-06-01,11.0,unspecified,unspecified,106 - moes&t - kabianga university college,Completed
2010/051905,Private Automatic Branch Exchange (P.A.B.X.),17814858.0,gok; unspecified,government of kenya,2007-09-19,2007-11-19,6.0,unspecified,education,106 - moes&t - moi university,Ongoing
2010/051961,Construct Water Reservoir 500m3,303000.0,gok; unspecified,government of kenya,2010-07-06,2010-07-15,10.0,unspecified,unspecified,mohest - rift valley institute of science and technology,Planned
2010/052133,Completion Of Stalled Houses In Naivasha,254000000.0,gok; unspecified,government of kenya,2008-09-08,2008-09-08,32.0,unspecified,public administration and international relations (pair),1131 - ministry of sports culture and arts,Ongoing
2010/052379,Refurbishment Of The Central Laboratory,3550162.0,gok; unspecified,government of kenya,2008-03-01,2008-03-04,3.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources,Completed
2010/052415,Purchase And Installation Of An Erp,8000000.0,unspecified,government of kenya,2010-11-01,2010-11-01,19.0,unspecified,"environmental protection, water and natural resources",162 - mowi - kenya water institute,Pipelined
2010/052484,Kisumu Municipality Structure Plan,1995000.0,unspecified,government of kenya,2008-10-01,2008-10-01,32.0,unspecified,"agriculture, rural and urban development (arud)",1111 - ministry of land housing and urban development,Ongoing
2010/052488,50 No. Local Physical Development Plans,39000000.0,unspecified,government of kenya,2009-07-01,2009-07-01,23.0,unspecified,"agriculture, rural and urban development (arud)",1111 - ministry of land housing and urban development,Ongoing
2010/052502,Kazi Kwa Vijana Programme Phase 1,43115000.0,unspecified,government of kenya,2009-04-01,2009-04-01,7.0,unspecified,unspecified,159 - mowi - athi water service board,Completed
2010/052524,Kazi Kwa Vijana Programme Phase 2,50300000.0,unspecified,government of kenya,2009-12-01,2009-12-01,6.0,unspecified,unspecified,159 - mowi - athi water service board,Ongoing
2010/052635,Consultancy Services For Tariff Study For All Wsps.,12000000.0,unspecified,501 - international development association (ida),2010-09-24,2010-09-24,2.0,unspecified,unspecified,unspecified,Ongoing
2010/052723,Upper Gilgil Catchment Protection,300000.0,unspecified,unspecified,2010-04-02,2010-04-10,2.0,unspecified,unspecified,172 - mowi - water resources management authority,Ongoing
2010/052724,Water Use Abstraction Survey,7.0,unspecified,unknown,2010-03-02,2010-03-02,3.0,unspecified,unspecified,unspecified,Completed
2010/052762,Jica Project Lake Victoria South Catchnment Area,390264.0,unspecified,unspecified,2009-09-28,2009-08-28,22.0,unspecified,"environmental protection, water and natural resources",172 - mowi - water resources management authority,Ongoing
2011/052789,Electrical Workshop Complex,15000000.0,gok; unspecified,government of kenya,2010-08-04,2010-11-29,8.0,ministry of education,education,106 - ministry of education; mohest - kiirua technical training institute,Ongoing
2011/052826,Water Catchments And River Banks &Nbsp;Rehabilitation And Conservation,140000000.0,gok; unspecified,government of kenya,2010-07-01,2010-07-01,47.0,unspecified,"environmental protection, water and natural resources",127 - mrda - coast development authority (cda),Ongoing
2011/052849,Rehabilitation Of Earth Moving Equpments,4885680.0,gok; unspecified,government of kenya,2010-04-07,2010-05-04,2.0,unspecified,unspecified,130 - mrda - kerio valley dev. authority (kvda),Ongoing
2011/052851,Premises Maintenance And Lift Repairs,10000000.0,gok; unspecified,government of kenya,2010-10-10,2010-10-18,11.0,unspecified,unspecified,130 - mrda - kerio valley dev. authority (kvda),Ongoing
2011/052864,Regional Resource Mapping,134000000.0,gok,government of kenya,2008-07-01,2008-07-01,47.0,unspecified,"environmental protection, water and natural resources",132 - mrda - tana and athi river development authority,Ongoing
2011/052865,Carbon Credit Project,13700000.0,gok; unspecified,government of kenya,2010-08-19,2010-08-19,34.0,unspecified,"environmental protection, water and natural resources",129 - mrda - ewaso ngiro south dev. authority (ensda),Ongoing
2011/052866,Eco-Tourism Development,651000000.0,gok; unspecified,government of kenya,2008-07-01,2008-07-01,59.0,unspecified,unspecified,110 - ministry of environment water and natural resources; 132 - mrda - tana and athi river development authority,Planned
